"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"SQSTM1",1.0830020844599e-128,1.420923431521,0.842,0.68,1.76475189662741e-124,"Naive_like_2_SC","SQSTM1"
"CDKN1A",1.78697524078226e-128,1.43238625833656,0.456,0.149,2.91187615485469e-124,"Naive_like_2_SC","CDKN1A"
"SNHG15",1.54913349817095e-127,1.52579033282754,0.488,0.177,2.52431303526956e-123,"Naive_like_2_SC","SNHG15"
"PPP1R10",5.78739529639806e-126,1.35787898203094,0.5,0.188,9.43056063548064e-122,"Naive_like_2_SC","PPP1R10"
"RASGEF1B",3.12373670406276e-124,0.923046892322432,0.187,0.016,5.09012895927027e-120,"Naive_like_2_SC","RASGEF1B"
"EIF5",6.88462415644497e-122,1.3433016097264,0.768,0.55,1.12184950629271e-117,"Naive_like_2_SC","EIF5"
"TUBB4B",1.60057552136789e-118,1.3776129889296,0.677,0.377,2.60813781206898e-114,"Naive_like_2_SC","TUBB4B"
"TUBA4A",3.31653898167209e-118,1.87988044844962,0.564,0.271,5.40430027063467e-114,"Naive_like_2_SC","TUBA4A"
"GADD45B",6.71288091097508e-115,2.10274581228268,0.519,0.22,1.09386394444339e-110,"Naive_like_2_SC","GADD45B"
"ATP2B1",2.13696998007886e-114,1.32783853301215,0.411,0.132,3.4821925825385e-110,"Naive_like_2_SC","ATP2B1"
"KLF10",1.15478083464411e-112,1.1784831814287,0.368,0.105,1.88171537005258e-108,"Naive_like_2_SC","KLF10"
"RELB",1.19152656337165e-112,1.25168839883916,0.648,0.374,1.9415925350141e-108,"Naive_like_2_SC","RELB"
"DUSP1",1.53026070039764e-112,1.87539554386702,0.466,0.18,2.49355981129796e-108,"Naive_like_2_SC","DUSP1"
"GLUD1",6.02722059830355e-110,1.23736114699434,0.655,0.362,9.82135596493563e-106,"Naive_like_2_SC","GLUD1"
"CSRNP1",2.02331423437058e-109,1.29433211208469,0.633,0.338,3.29699054490687e-105,"Naive_like_2_SC","CSRNP1"
"HSP90AB1",8.52585498382313e-109,1.41996813381205,0.892,0.771,1.38928806961398e-104,"Naive_like_2_SC","HSP90AB1"
"BRD2",3.75189827016109e-108,1.20060090218955,0.758,0.518,6.1137182312275e-104,"Naive_like_2_SC","BRD2"
"NEU1",5.5519234901655e-106,1.3147072544662,0.451,0.171,9.04685932722468e-102,"Naive_like_2_SC","NEU1"
"PNRC1",4.84227395785864e-105,1.15058190123736,0.744,0.532,7.89048541433065e-101,"Naive_like_2_SC","PNRC1"
"STX1A",2.53284592527425e-103,0.579136892027877,0.155,0.012,4.1272724352344e-99,"Naive_like_2_SC","STX1A"
"RBM39",8.43742394499463e-102,1.06713062943071,0.8,0.601,1.37487823183687e-97,"Naive_like_2_SC","RBM39"
"HSPA8",1.1011609904284e-101,1.62741603503044,0.919,0.86,1.79434183390307e-97,"Naive_like_2_SC","HSPA8"
"ZFAS1",3.31114442225088e-100,0.976306149853863,0.867,0.773,5.39550983605781e-96,"Naive_like_2_SC","ZFAS1"
"ODC1",8.8213108246108e-100,1.25030249293518,0.444,0.166,1.43743259887033e-95,"Naive_like_2_SC","ODC1"
"VIM",1.29383521530015e-98,1.1617728674669,0.956,0.967,2.1083044833316e-94,"Naive_like_2_SC","VIM"
"S100A10",1.83226902345375e-98,1.3245434609564,0.906,0.902,2.98568237371789e-94,"Naive_like_2_SC","S100A10"
"CD69",1.38968001741129e-96,1.74362541303761,0.605,0.342,2.2644835883717e-92,"Naive_like_2_SC","CD69"
"HIST1H4C",3.65576974196891e-96,1.48598830186042,0.65,0.421,5.95707679453834e-92,"Naive_like_2_SC","HIST1H4C"
"TUBA1A",5.92671623544389e-96,1.28479955304611,0.644,0.397,9.65758410565582e-92,"Naive_like_2_SC","TUBA1A"
"TAF1D",4.33968805464774e-95,1.08480590784532,0.712,0.488,7.07152168504848e-91,"Naive_like_2_SC","TAF1D"
"CLK1",8.03410047009092e-93,1.21874656129174,0.57,0.298,1.30915667160131e-88,"Naive_like_2_SC","CLK1"
"HBP1",1.48737952498723e-92,1.12942621606044,0.507,0.241,2.42368493596669e-88,"Naive_like_2_SC","HBP1"
"ZNF331",5.3146384917911e-91,1.7142581441583,0.389,0.146,8.6602034223736e-87,"Naive_like_2_SC","ZNF331"
"RBM8A",4.85333062823168e-87,0.89253110175417,0.778,0.61,7.90850225870352e-83,"Naive_like_2_SC","RBM8A"
"RAB8B",1.44992279665338e-86,0.99166465195547,0.364,0.126,2.36264919714669e-82,"Naive_like_2_SC","RAB8B"
"IER2",1.14075386664899e-84,1.46449810957117,0.644,0.412,1.85885842570452e-80,"Naive_like_2_SC","IER2"
"ZFAND2A",7.68105771694578e-84,1.17490090385174,0.371,0.133,1.25162835497631e-79,"Naive_like_2_SC","ZFAND2A"
"HSPA1B",8.34192599432214e-84,3.13234702126612,0.192,0.035,1.35931684077479e-79,"Naive_like_2_SC","HSPA1B"
"HNRNPH3",3.6999382696898e-83,0.988164455942793,0.619,0.377,6.02904941045953e-79,"Naive_like_2_SC","HNRNPH3"
"CRIP1",2.21814586834661e-82,1.04431291563944,0.523,0.267,3.6144686924708e-78,"Naive_like_2_SC","CRIP1"
"NFKB2",2.57505848591711e-81,1.08726270609493,0.512,0.258,4.19605780280193e-77,"Naive_like_2_SC","NFKB2"
"ZC3H12A",8.06294936818793e-81,1.18960956184381,0.389,0.154,1.31385759954622e-76,"Naive_like_2_SC","ZC3H12A"
"TUBB2A",9.23024196214581e-81,0.908842175991425,0.259,0.067,1.50406792773166e-76,"Naive_like_2_SC","TUBB2A"
"HSP90AA1",2.39198499096864e-80,1.82209636629711,0.889,0.826,3.8977395427834e-76,"Naive_like_2_SC","HSP90AA1"
"PRPF38B",1.41088266874297e-79,0.974325742029204,0.595,0.35,2.29903330871667e-75,"Naive_like_2_SC","PRPF38B"
"EMP1",7.47325194854589e-79,0.537458155472039,0.11,0.007,1.21776640501555e-74,"Naive_like_2_SC","EMP1"
"KMT2E",7.98064711942143e-79,0.863954987722789,0.802,0.639,1.30044644810972e-74,"Naive_like_2_SC","KMT2E"
"ARID4B",4.4609106142629e-78,1.0529178370943,0.646,0.427,7.2690538459414e-74,"Naive_like_2_SC","ARID4B"
"BUD31",7.71282457669585e-78,0.961975988726547,0.575,0.339,1.25680476477259e-73,"Naive_like_2_SC","BUD31"
"PPIL4",8.9386585863309e-78,0.902119706582144,0.338,0.117,1.45655441664262e-73,"Naive_like_2_SC","PPIL4"
"RNF114",1.27398139315804e-77,0.893618263536833,0.512,0.258,2.07595268015103e-73,"Naive_like_2_SC","RNF114"
"SKIL",2.88201875763505e-77,0.9455597514031,0.427,0.181,4.69624956556631e-73,"Naive_like_2_SC","SKIL"
"ZFP361",3.18309283103173e-77,1.19082978772722,0.867,0.764,5.18684976816621e-73,"Naive_like_2_SC","ZFP36"
"CD55",3.59171450742706e-77,1.20635182518715,0.519,0.271,5.8526987898524e-73,"Naive_like_2_SC","CD55"
"TNFAIP3",4.21777172836262e-76,1.26069656729934,0.793,0.637,6.87285903136688e-72,"Naive_like_2_SC","TNFAIP3"
"HNRNPC",5.46075667144257e-76,0.920918358539715,0.767,0.628,8.89830299611566e-72,"Naive_like_2_SC","HNRNPC"
"NFKB1",1.10611277716353e-75,1.05631845205773,0.396,0.162,1.80241077038797e-71,"Naive_like_2_SC","NFKB1"
"ARF4",1.55929644600502e-75,0.963809800717442,0.554,0.314,2.54087355876518e-71,"Naive_like_2_SC","ARF4"
"TUBA1B",2.00758907771503e-74,1.05733316029253,0.672,0.467,3.27136640213664e-70,"Naive_like_2_SC","TUBA1B"
"TSPYL2",6.36335471263423e-74,1.28990609146293,0.537,0.292,1.03690865042375e-69,"Naive_like_2_SC","TSPYL2"
"HSPA9",6.91987166004737e-74,0.878435493145732,0.592,0.346,1.12759308700472e-69,"Naive_like_2_SC","HSPA9"
"SLC3A2",1.04477927479404e-73,0.79072880547596,0.81,0.636,1.70246782827688e-69,"Naive_like_2_SC","SLC3A2"
"CWC25",1.79218670289961e-73,0.92376346363502,0.468,0.225,2.92036823237491e-69,"Naive_like_2_SC","CWC25"
"DNAJB6",1.99163494551383e-73,1.04787373239859,0.654,0.434,3.24536914371479e-69,"Naive_like_2_SC","DNAJB6"
"UBE2D3",8.41046975221557e-73,0.756836148103501,0.824,0.725,1.37048604612353e-68,"Naive_like_2_SC","UBE2D3"
"RFX2",1.07910250876756e-72,0.614317224141268,0.154,0.024,1.75839753803675e-68,"Naive_like_2_SC","RFX2"
"CHORDC1",1.6777887216348e-72,0.941452043430618,0.379,0.154,2.73395672190391e-68,"Naive_like_2_SC","CHORDC1"
"JMJD6",4.41074419598154e-72,1.0775062437784,0.522,0.29,7.18730766735192e-68,"Naive_like_2_SC","JMJD6"
"OSER1",7.81256452936087e-71,0.845644402990342,0.374,0.149,1.27305739005935e-66,"Naive_like_2_SC","OSER1"
"CNBP",8.61879804936767e-70,0.733408291563538,0.838,0.769,1.40443314214446e-65,"Naive_like_2_SC","CNBP"
"BZW1",3.52601910970375e-69,0.827367723022861,0.682,0.479,5.74564813926225e-65,"Naive_like_2_SC","BZW1"
"IFRD1",6.13168294574525e-69,1.03953925620806,0.399,0.176,9.99157736009188e-65,"Naive_like_2_SC","IFRD1"
"DDIT41",8.6774612093534e-69,1.47833423630139,0.497,0.26,1.41399230406414e-64,"Naive_like_2_SC","DDIT4"
"BTG1",2.26033251444734e-68,0.938365427522994,0.963,0.977,3.68321183229195e-64,"Naive_like_2_SC","BTG1"
"SAT1",2.60150600258035e-68,1.05156578475827,0.668,0.461,4.23915403120468e-64,"Naive_like_2_SC","SAT1"
"EIF5A",5.69570370116333e-68,0.820433795336295,0.721,0.538,9.28114918104564e-64,"Naive_like_2_SC","EIF5A"
"AGPAT4",1.24276816948273e-67,0.598693432481116,0.155,0.026,2.02509073217211e-63,"Naive_like_2_SC","AGPAT4"
"RELA",5.16961126768331e-66,0.804182159941252,0.628,0.42,8.42388156068995e-62,"Naive_like_2_SC","RELA"
"TOP1",3.32984848774634e-65,0.965348986821592,0.54,0.326,5.42598811078266e-61,"Naive_like_2_SC","TOP1"
"CHD1",2.59443342342623e-64,0.904476804653609,0.478,0.253,4.22762926347305e-60,"Naive_like_2_SC","CHD1"
"MOK",6.7565366964574e-64,0.457005806090329,0.123,0.016,1.10097765468773e-59,"Naive_like_2_SC","MOK"
"SBDS",2.8346006270897e-63,0.869860327266962,0.532,0.31,4.61898172184267e-59,"Naive_like_2_SC","SBDS"
"ETF1",1.58473388625733e-62,0.848681975187581,0.383,0.171,2.58232386765632e-58,"Naive_like_2_SC","ETF1"
"SFPQ",2.23117443924995e-62,0.93503730435104,0.515,0.309,3.6356987487578e-58,"Naive_like_2_SC","SFPQ"
"NOP58",3.19795887372903e-61,0.906310418330629,0.662,0.47,5.21107398474145e-57,"Naive_like_2_SC","NOP58"
"PIM3",3.62649126624038e-61,1.12221507845006,0.524,0.314,5.9093675183387e-57,"Naive_like_2_SC","PIM3"
"DUSP10",5.30475593984354e-61,0.985305756603543,0.395,0.185,8.64409980397505e-57,"Naive_like_2_SC","DUSP10"
"VPS37B",2.46119386611745e-60,0.863230950793023,0.302,0.112,4.01051540483839e-56,"Naive_like_2_SC","VPS37B"
"AK6",8.60598434142666e-60,0.758330101189245,0.368,0.16,1.40234514843547e-55,"Naive_like_2_SC","AK6"
"MYLIP",1.27507298693337e-59,0.826264882873391,0.274,0.094,2.07773143220792e-55,"Naive_like_2_SC","MYLIP"
"YWHAZ",1.52925450205943e-58,0.552556647920716,0.913,0.87,2.49192021110584e-54,"Naive_like_2_SC","YWHAZ"
"SRSF10",2.228131194842e-58,0.845735576057972,0.622,0.431,3.63073978199504e-54,"Naive_like_2_SC","SRSF10"
"NFKBIB",1.09561212267461e-57,0.814138275076036,0.403,0.197,1.78529995389827e-53,"Naive_like_2_SC","NFKBIB"
"TMBIM1",1.52124555855515e-57,0.832978202375209,0.536,0.334,2.47886963766562e-53,"Naive_like_2_SC","TMBIM1"
"CHD2",1.75140520547994e-57,0.878464882497386,0.572,0.36,2.85391478232957e-53,"Naive_like_2_SC","CHD2"
"JUND",2.31780306585952e-57,1.03522115386328,0.45,0.235,3.77686009581808e-53,"Naive_like_2_SC","JUND"
"ANKRD37",2.77826116285737e-56,0.661741914749025,0.17,0.04,4.52717656487608e-52,"Naive_like_2_SC","ANKRD37"
"EWSR1",3.40403850644432e-56,0.797095727828298,0.623,0.442,5.54688074625102e-52,"Naive_like_2_SC","EWSR1"
"SRRM1",3.71357012177402e-56,0.839728048904397,0.662,0.507,6.05126251343077e-52,"Naive_like_2_SC","SRRM1"
"IL27RA",4.28952930635234e-56,0.981491880325115,0.374,0.178,6.98978800470113e-52,"Naive_like_2_SC","IL27RA"
"CCNL1",5.81767309520156e-56,0.988832014495275,0.604,0.42,9.47989830863093e-52,"Naive_like_2_SC","CCNL1"
"GOLGB1",7.97327841895705e-56,0.813098813858401,0.461,0.243,1.29924571836905e-51,"Naive_like_2_SC","GOLGB1"
"SAR1A",2.21503922298295e-55,0.725782449206707,0.382,0.175,3.60940641385071e-51,"Naive_like_2_SC","SAR1A"
"COPS3",3.26240592304048e-55,0.774801625393107,0.397,0.194,5.31609045159447e-51,"Naive_like_2_SC","COPS3"
"KDM2A",6.56602865577011e-55,0.808634612957276,0.425,0.214,1.06993436945774e-50,"Naive_like_2_SC","KDM2A"
"RAB5A",7.73334962399494e-55,0.703363782487891,0.368,0.165,1.26014932122998e-50,"Naive_like_2_SC","RAB5A"
"PBX4",1.6926215334348e-54,0.846852652252548,0.438,0.23,2.758126788732e-50,"Naive_like_2_SC","PBX4"
"LUC7L",1.94292657372671e-54,0.773062434319513,0.38,0.178,3.16599885188768e-50,"Naive_like_2_SC","LUC7L"
"MLF1",2.12092392573205e-54,0.624274575344748,0.114,0.017,3.45604553698038e-50,"Naive_like_2_SC","MLF1"
"GPBP1",2.68568150916447e-54,0.914240181130547,0.526,0.321,4.37631801918351e-50,"Naive_like_2_SC","GPBP1"
"CHMP1B",3.4955337657245e-54,0.932381913747331,0.304,0.125,5.69597227124807e-50,"Naive_like_2_SC","CHMP1B"
"AHR",5.3985568806083e-54,0.84350947365532,0.352,0.157,8.79694843695123e-50,"Naive_like_2_SC","AHR"
"DNAJB1",9.05495180068517e-54,2.5361722288388,0.562,0.388,1.47550439592165e-49,"Naive_like_2_SC","DNAJB1"
"DNTTIP2",9.99910304585798e-54,0.770988097598421,0.547,0.341,1.62935384132256e-49,"Naive_like_2_SC","DNTTIP2"
"BCAS2",1.36843510358263e-53,0.789500540088654,0.447,0.239,2.22986500128789e-49,"Naive_like_2_SC","BCAS2"
"DEDD2",5.6353215509377e-53,0.831455860981579,0.366,0.172,9.18275646725299e-49,"Naive_like_2_SC","DEDD2"
"PRR7",1.26636841794675e-52,0.567778767759325,0.148,0.032,2.06354733704423e-48,"Naive_like_2_SC","PRR7"
"CDC42",2.53461266922692e-52,0.70045692730691,0.73,0.598,4.13015134450527e-48,"Naive_like_2_SC","CDC42"
"AREG",3.31933967694565e-52,0.736692986674137,0.153,0.035,5.40886400358294e-48,"Naive_like_2_SC","AREG"
"MORF4L2",3.42300239943206e-52,0.782451052891992,0.364,0.172,5.57778240987455e-48,"Naive_like_2_SC","MORF4L2"
"TIPARP",4.91068129933764e-52,0.915979161027206,0.356,0.164,8.00195517727068e-48,"Naive_like_2_SC","TIPARP"
"PHLDA1",8.63167514516606e-52,0.990707549260305,0.314,0.131,1.40653146490481e-47,"Naive_like_2_SC","PHLDA1"
"BCLAF1",1.08598743364476e-51,0.816434770097816,0.527,0.335,1.76961652312413e-47,"Naive_like_2_SC","BCLAF1"
"SNW1",4.20585835709675e-51,0.785376574627232,0.44,0.244,6.85344619288916e-47,"Naive_like_2_SC","SNW1"
"RPL22L1",4.63821699226023e-51,1.01770625530733,0.493,0.31,7.55797458888805e-47,"Naive_like_2_SC","RPL22L1"
"ZBTB1",2.38573181174811e-50,0.795071167266098,0.341,0.156,3.88754998724355e-46,"Naive_like_2_SC","ZBTB1"
"SERPINB9",2.68173842928287e-50,0.945065996002562,0.408,0.224,4.36989277051644e-46,"Naive_like_2_SC","SERPINB9"
"ILF2",3.27266579342405e-50,0.752634053516913,0.582,0.401,5.3328089103845e-46,"Naive_like_2_SC","ILF2"
"RSF1",5.15996712566465e-50,0.763343093327765,0.578,0.387,8.40816643127054e-46,"Naive_like_2_SC","RSF1"
"AAED1",1.37092693783488e-49,0.709593189299398,0.308,0.131,2.23392544520194e-45,"Naive_like_2_SC","AAED1"
"DDX24",1.70297364389859e-49,0.668099298073422,0.735,0.621,2.77499555273275e-45,"Naive_like_2_SC","DDX24"
"AKIRIN1",2.6167499387293e-49,0.774925713582243,0.484,0.291,4.26399402515939e-45,"Naive_like_2_SC","AKIRIN1"
"SMNDC1",2.75384602621484e-49,0.755648085921737,0.396,0.203,4.48739209971708e-45,"Naive_like_2_SC","SMNDC1"
"MED25",3.37166692071361e-49,0.674746798443544,0.322,0.141,5.49413124730282e-45,"Naive_like_2_SC","MED25"
"POLR1C",5.10525986647126e-49,0.646872228723474,0.249,0.092,8.31902095241492e-45,"Naive_like_2_SC","POLR1C"
"ELF1",6.45176541252268e-49,0.792210807851035,0.598,0.416,1.05131517397057e-44,"Naive_like_2_SC","ELF1"
"CSNK1D",8.93080520881135e-49,0.786209080974905,0.552,0.372,1.45527470877581e-44,"Naive_like_2_SC","CSNK1D"
"RAN",1.27388054728565e-48,0.589899024567949,0.833,0.753,2.07578835180197e-44,"Naive_like_2_SC","RAN"
"TAGAP",1.3889923710753e-48,1.04828386618909,0.348,0.169,2.2633630686672e-44,"Naive_like_2_SC","TAGAP"
"DDX3X",1.47421224479267e-48,0.883481202557366,0.49,0.299,2.40222885288965e-44,"Naive_like_2_SC","DDX3X"
"EIF1B",4.7042398635005e-48,0.741171737714939,0.577,0.397,7.66555885757406e-44,"Naive_like_2_SC","EIF1B"
"GEM",5.48314061659053e-48,1.21149566604097,0.111,0.02,8.93477763473428e-44,"Naive_like_2_SC","GEM"
"CREM1",3.13742962172723e-47,1.301675490492,0.614,0.457,5.11244156860451e-43,"Naive_like_2_SC","CREM"
"RUNX3",3.60768402387917e-47,0.829377374175706,0.651,0.506,5.8787211169111e-43,"Naive_like_2_SC","RUNX3"
"CCT4",4.98492955282481e-47,0.814197135538493,0.573,0.4,8.12294270632804e-43,"Naive_like_2_SC","CCT4"
"ELL21",7.58581359535534e-47,0.758008476028486,0.224,0.079,1.23610832536315e-42,"Naive_like_2_SC","ELL2"
"FOSL21",1.46852348840208e-46,0.782212166123585,0.289,0.122,2.39295902435119e-42,"Naive_like_2_SC","FOSL2"
"PAFAH1B1",4.382565140013e-46,0.670235452627091,0.498,0.298,7.14138989565118e-42,"Naive_like_2_SC","PAFAH1B1"
"DDIT3",4.76633948803538e-46,0.790443699421894,0.292,0.124,7.76675019575366e-42,"Naive_like_2_SC","DDIT3"
"THUMPD3-AS1",5.9075905823689e-46,0.770347672390185,0.292,0.125,9.62641885397012e-42,"Naive_like_2_SC","THUMPD3-AS1"
"FAM177A11",7.19144433522558e-46,0.884350680585818,0.562,0.385,1.17184585442501e-41,"Naive_like_2_SC","FAM177A1"
"FUS",7.78670148808889e-46,0.838233016917075,0.624,0.461,1.26884300748408e-41,"Naive_like_2_SC","FUS"
"SLC2A3",7.97231741927579e-46,1.03852421362951,0.424,0.239,1.29908912347099e-41,"Naive_like_2_SC","SLC2A3"
"ZNF267",8.68049262769436e-46,0.801246798097906,0.402,0.215,1.4144862736828e-41,"Naive_like_2_SC","ZNF267"
"ADRM1",1.13711906761508e-45,0.658004454157614,0.615,0.44,1.85293552067877e-41,"Naive_like_2_SC","ADRM1"
"ATG101",1.30829123948695e-45,0.675727847278657,0.341,0.16,2.13186057474399e-41,"Naive_like_2_SC","ATG101"
"RHOB",1.48135497716623e-45,0.944190010826104,0.333,0.159,2.41386793529237e-41,"Naive_like_2_SC","RHOB"
"CYCS",6.23587782626227e-45,0.842363207935699,0.572,0.417,1.01613629178944e-40,"Naive_like_2_SC","CYCS"
"TXLNG",6.5911392110068e-45,0.661859364823652,0.284,0.122,1.07402613443356e-40,"Naive_like_2_SC","TXLNG"
"ZBTB43",7.45361978157213e-45,0.725483380665615,0.361,0.179,1.21456734340718e-40,"Naive_like_2_SC","ZBTB43"
"N4BP3",7.60832525601082e-45,0.475123249012951,0.145,0.035,1.23977660046696e-40,"Naive_like_2_SC","N4BP3"
"MAP2K3",1.1496085503386e-44,0.701862676128147,0.432,0.244,1.87328713277675e-40,"Naive_like_2_SC","MAP2K3"
"NINJ1",1.30807201104035e-44,1.00890222668888,0.332,0.164,2.13150334199025e-40,"Naive_like_2_SC","NINJ1"
"BAIAP2",4.62009287877823e-44,0.402130327249165,0.1,0.017,7.52844134596913e-40,"Naive_like_2_SC","BAIAP2"
"IER5",4.73632100185117e-44,0.598770380711281,0.179,0.054,7.71783507251648e-40,"Naive_like_2_SC","IER5"
"CCDC59",5.54504843472298e-44,0.720508848341423,0.451,0.265,9.03565642438109e-40,"Naive_like_2_SC","CCDC59"
"DPM1",6.46573784473397e-44,0.582017222879468,0.257,0.102,1.0535919817994e-39,"Naive_like_2_SC","DPM1"
"TCP1",7.03691569168085e-44,0.774115347056148,0.464,0.28,1.1466654119594e-39,"Naive_like_2_SC","TCP1"
"HIPK1",2.42191377790517e-43,0.675045208655682,0.305,0.138,3.94650850109647e-39,"Naive_like_2_SC","HIPK1"
"DNAJB4",2.87602134093394e-43,0.537436150152427,0.11,0.021,4.68647677505186e-39,"Naive_like_2_SC","DNAJB4"
"IDS",3.33074816208903e-43,0.656819296810643,0.753,0.639,5.42745413012408e-39,"Naive_like_2_SC","IDS"
"BCL3",3.71640086038395e-43,0.740399746404738,0.329,0.158,6.05587520199565e-39,"Naive_like_2_SC","BCL3"
"YTHDF2",4.17964930554596e-43,0.692316722106426,0.508,0.323,6.81073854338713e-39,"Naive_like_2_SC","YTHDF2"
"TRA2B",7.5332328459067e-43,0.790493736503317,0.568,0.409,1.2275402922405e-38,"Naive_like_2_SC","TRA2B"
"SRSF11",1.08644008037063e-42,0.623020628424627,0.675,0.526,1.77035411096395e-38,"Naive_like_2_SC","SRSF11"
"UBE2A",1.13543111988728e-42,0.669066569846085,0.519,0.343,1.85018500985632e-38,"Naive_like_2_SC","UBE2A"
"ERF",1.18852282404118e-42,0.51109445007625,0.146,0.038,1.93669794177511e-38,"Naive_like_2_SC","ERF"
"TERF2IP",1.23579768323791e-42,0.688510680283077,0.647,0.495,2.01373232483618e-38,"Naive_like_2_SC","TERF2IP"
"SRSF6",2.48569323687205e-42,0.679293078882217,0.298,0.137,4.05043712948301e-38,"Naive_like_2_SC","SRSF6"
"IL21R",2.67405716221898e-42,0.677720434593315,0.243,0.095,4.35737614583583e-38,"Naive_like_2_SC","IL21R"
"ZPR1",7.26476382927736e-42,0.608269624061807,0.345,0.169,1.18379326598075e-37,"Naive_like_2_SC","ZPR1"
"CHIC2",8.88362012724077e-42,0.726245565859866,0.43,0.248,1.44758589973388e-37,"Naive_like_2_SC","CHIC2"
"MACO1",9.45437390188441e-42,0.68259787378222,0.314,0.147,1.54059022731207e-37,"Naive_like_2_SC","MACO1"
"PCF11",1.41320996621736e-41,0.759445926938964,0.347,0.178,2.30282563995119e-37,"Naive_like_2_SC","PCF11"
"SNHG8",1.5040525701503e-41,0.994080099050323,0.476,0.317,2.45085366305992e-37,"Naive_like_2_SC","SNHG8"
"PHF1",5.29538802669722e-41,0.698236166017495,0.562,0.392,8.62883478950313e-37,"Naive_like_2_SC","PHF1"
"PSPC1",6.30587174396123e-41,0.603709989373913,0.33,0.161,1.02754180067848e-36,"Naive_like_2_SC","PSPC1"
"UBAP1",8.62510864757673e-41,0.652306718422656,0.375,0.197,1.40546145412263e-36,"Naive_like_2_SC","UBAP1"
"DDX5",1.03075935310374e-40,0.543650843553036,0.903,0.898,1.67962236588254e-36,"Naive_like_2_SC","DDX5"
"TRAF4",2.09605684321994e-40,0.736606328409514,0.226,0.088,3.4155246260269e-36,"Naive_like_2_SC","TRAF4"
"STK17B",7.5663940850529e-40,0.761613262872727,0.601,0.44,1.23294391615937e-35,"Naive_like_2_SC","STK17B"
"CD44",1.54628769128496e-39,0.55362951915136,0.933,0.94,2.51967579294884e-35,"Naive_like_2_SC","CD44"
"SDCBP",2.20558315798853e-39,0.838939393437432,0.495,0.333,3.59399775594231e-35,"Naive_like_2_SC","SDCBP"
"BAG3",3.62226174025929e-39,0.778617078267708,0.148,0.042,5.90247550575251e-35,"Naive_like_2_SC","BAG3"
"PTP4A1",4.13142791929315e-39,0.842929687210709,0.341,0.182,6.73216179448819e-35,"Naive_like_2_SC","PTP4A1"
"MTCH1",7.18362540433373e-39,0.68331830590485,0.49,0.313,1.17057175963618e-34,"Naive_like_2_SC","MTCH1"
"GNAI3",7.49714900072468e-39,0.635415620458458,0.467,0.286,1.22166042966809e-34,"Naive_like_2_SC","GNAI3"
"HNRNPA2B1",7.924557366366e-39,0.515779541527781,0.89,0.88,1.29130662284934e-34,"Naive_like_2_SC","HNRNPA2B1"
"PFDN2",1.09157401706807e-38,0.637872632217423,0.544,0.374,1.77871986081243e-34,"Naive_like_2_SC","PFDN2"
"NUDC",1.24846751609741e-38,0.669049949331555,0.599,0.434,2.03437781748073e-34,"Naive_like_2_SC","NUDC"
"YWHAE",1.57980044453071e-38,0.67797399551249,0.431,0.263,2.57428482436279e-34,"Naive_like_2_SC","YWHAE"
"NFKBID",1.71202788231399e-38,0.628518634476843,0.133,0.035,2.78974943423065e-34,"Naive_like_2_SC","NFKBID"
"EIF2S1",1.85649216400746e-38,0.627362175363133,0.389,0.216,3.02515398125016e-34,"Naive_like_2_SC","EIF2S1"
"THAP2",2.05955254991513e-38,0.566288127969493,0.183,0.062,3.35604088008671e-34,"Naive_like_2_SC","THAP2"
"S100A11",2.78471106290525e-38,0.98813726951873,0.75,0.752,4.5376866770041e-34,"Naive_like_2_SC","S100A11"
